timestamp,demand_mw,temperature_c,humidity_percent
2021-01-01 00:00:00,104.16279686488494,-1.8414846698282283,86.79435312941003
2021-01-01 01:00:00,101.93250162385571,0.45600735324190733,84.05742345346415
2021-01-01 02:00:00,108.4534444564862,-3.3924089516351255,93.72632385197433
2021-01-01 03:00:00,107.10691601533682,-4.402869527657958,87.21343200872327
2021-01-01 04:00:00,109.77286766984439,-8.458041994954225,77.90004059332549
2021-01-01 05:00:00,107.41832038160791,-4.827383510910645,84.64293776358878
2021-01-01 06:00:00,103.73107186778685,-4.510907916282938,81.86389862861812
2021-01-01 07:00:00,92.30877946859346,-2.7538897161899296,76.1595877374286
2021-01-01 08:00:00,107.7255261096937,-2.6812144283082326,74.62913562188527
2021-01-01 09:00:00,103.39651950225243,-5.928841925669826,88.24134594794934
2021-01-01 10:00:00,103.09759821338658,-3.528200584058754,90.70631845769057
2021-01-01 11:00:00,103.84470847752789,-5.367737906286161,80.86767861171444
2021-01-01 12:00:00,106.0428709229735,-4.119985732775786,82.38438462896596
2021-01-01 13:00:00,108.10913216084673,-8.262803134196242,88.94840218433293
2021-01-01 14:00:00,100.31415084494026,-8.040316696393509,87.26980906624019
2021-01-01 15:00:00,96.95670670794124,-7.644591328649983,93.63734851355602
2021-01-01 16:00:00,106.58887163667741,-1.5045926674846366,85.47883802854885
2021-01-01 17:00:00,96.725195297234,-2.698097249172,88.649769796087
2021-01-01 18:00:00,99.13591136172599,-4.824855015067794,89.84296085010551
2021-01-01 19:00:00,95.75332957588076,-6.7141314093244615,76.67289019915054
2021-01-01 20:00:00,102.8121949849854,-4.784007865260642,91.97320721531561
2021-01-01 21:00:00,101.95467309105867,-6.6322508065308305,80.95780668737547
2021-01-01 22:00:00,107.62990139039417,-4.6715334204498085,96.70345537642888
2021-01-01 23:00:00,112.14822978102686,-8.722502678771775,85.89909628797147
2021-01-02 00:00:00,107.21040289018136,-6.989393684079338,81.85051044448639
2021-01-02 01:00:00,105.94551551242257,-6.685571465123211,86.35692347139634
2021-01-02 02:00:00,107.30644208179694,-2.7641191654901487,83.47418461575377
2021-01-02 03:00:00,106.61148971413576,-2.1360673129842276,80.00284004118247
2021-01-02 04:00:00,108.07689925679293,-2.5606058007601105,83.63774207962732
2021-01-02 05:00:00,113.19179151367076,-5.879927452279214,77.74661099528365
2021-01-02 06:00:00,111.27028987039671,-6.572825482408492,80.22083581613954
2021-01-02 07:00:00,104.14866320247695,-3.0607371177122973,91.82263723012863
2021-01-02 08:00:00,107.44824548578207,-4.760390906039879,87.51879052972662
2021-01-02 09:00:00,112.76431061707606,-6.130869311361748,89.96081861347295
2021-01-02 10:00:00,112.85690663421448,-4.17568546475038,87.09321233168029
2021-01-02 11:00:00,103.21108935420762,-3.9636082845136293,86.55118014438774
2021-01-02 12:00:00,112.96180926392684,-6.594880993003713,87.97586821140983
2021-01-02 13:00:00,112.68915701380519,-0.28299470976709795,84.62123176173154
2021-01-02 14:00:00,116.27983549766722,-5.560876681433493,86.30615757382857
2021-01-02 15:00:00,117.25463898400037,-9.818598015430773,88.10150261071759
2021-01-02 16:00:00,108.6584430750026,-1.2887733940094632,79.29530458137788
2021-01-02 17:00:00,110.18813390025502,-5.610400520320964,83.24355984016262
2021-01-02 18:00:00,112.32358429553439,-5.940682663157904,85.32252042523109
2021-01-02 19:00:00,107.49236569691968,-7.4869731668917705,79.08077639339957
2021-01-02 20:00:00,123.3539881541945,-2.74239042687882,86.79288211262103
2021-01-02 21:00:00,107.32919923700909,1.3863276324085954,88.53468233545527
2021-01-02 22:00:00,108.64120895634235,-4.311212361577817,88.95204952925012
2021-01-02 23:00:00,115.10176181129226,-4.1938409435981,81.6016752090531
2021-01-03 00:00:00,110.58118840019081,-7.201737144153482,85.67262923328141
2021-01-03 01:00:00,114.36681796442993,-2.9964087488222577,90.13016893278561
2021-01-03 02:00:00,103.77106243672517,-5.644931766518225,92.64551572926999
2021-01-03 03:00:00,96.50096518538966,-7.252882013017575,72.91878911119332
2021-01-03 04:00:00,109.47711892019653,-3.8995728331837043,84.66659508621929
2021-01-03 05:00:00,107.8034772819638,-5.83336219599581,81.69085874592733
2021-01-03 06:00:00,113.40538793881841,-6.55828457227103,80.43547198973049
2021-01-03 07:00:00,109.3741804605387,-5.32501802786582,90.011647928824
2021-01-03 08:00:00,112.27427771653127,-9.279417231405967,83.41874415461025
2021-01-03 09:00:00,100.78476729110533,-4.869538590744896,86.42933608811614
2021-01-03 10:00:00,110.30858463520381,-2.0808485535521157,89.72463896532742
2021-01-03 11:00:00,109.92513172489326,-7.174260469330649,91.8872290951773
2021-01-03 12:00:00,110.68420435409162,-3.206104072505823,88.21405902396286
2021-01-03 13:00:00,101.27954017908436,-4.091142075060794,86.00679537668277
2021-01-03 14:00:00,109.95525329825013,-1.260276065497031,88.08420016853228
2021-01-03 15:00:00,102.23391913864438,-3.1308992088660585,86.67324591777408
2021-01-03 16:00:00,109.49332909692347,-3.421900358085357,84.46258600498354
2021-01-03 17:00:00,116.37855964111542,-6.448461124758505,85.98441179876826
2021-01-03 18:00:00,108.08229882074512,-6.319468243801667,85.25928892784219
2021-01-03 19:00:00,107.27733717544506,-6.504684613908088,81.26939171766278
2021-01-03 20:00:00,101.26477993451036,-4.807365405997538,82.75313658096093
2021-01-03 21:00:00,117.51220508326327,-2.0832832583796437,74.11267301208991
2021-01-03 22:00:00,105.62462274137681,-3.9535344066785836,76.94063540344078
2021-01-03 23:00:00,122.61853580832613,-3.450659883851258,74.61752430703709
2021-01-04 00:00:00,104.90087974562672,-3.8740718366771203,86.46165168537445
2021-01-04 01:00:00,90.23333197160844,-3.8726913201670587,84.57679509619071
2021-01-04 02:00:00,98.29852716560761,-3.4682376630893983,84.69499367164067
2021-01-04 03:00:00,105.00329974589556,-5.368799018797184,87.67826309469461
2021-01-04 04:00:00,100.53294242296838,-3.7359657892280236,81.9447173977996
2021-01-04 05:00:00,104.62826563694672,-6.547000216111511,84.18253581657707
2021-01-04 06:00:00,99.19765481002055,-5.341271160281131,78.08361313655698
2021-01-04 07:00:00,106.15196228523506,-6.994812477830322,86.62054955119756
2021-01-04 08:00:00,99.09396204677792,-4.971518282931229,80.86551676252763
2021-01-04 09:00:00,107.72619181597219,-6.047055115656802,80.82448789297834
2021-01-04 10:00:00,99.84813882722065,-3.066145068355236,71.08434979786239
2021-01-04 11:00:00,106.76393108260639,-5.43155817858068,85.13578947114736
2021-01-04 12:00:00,95.25042012808316,-3.8827567654897504,75.52992907240593
2021-01-04 13:00:00,111.1578862553514,-6.703557199718318,85.85378430325993
2021-01-04 14:00:00,97.39248766818505,-4.275296554056501,82.91928634276626
2021-01-04 15:00:00,99.03699145562156,-7.231576676714751,85.28676084370628
